shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_kg,shipment_status,destination_city,delivery_attempts,delay_reason
S002159,O002159,Ninja Van,TRK51183119,2022-05-28 10:55:00,2022-06-05,2022-06-11,150,0.5,Returned,PASIG,2,Address issue
S002160,O002160,J&T Express,,2025-01-26 14:44:00,2025-01-30,2025-02-03,350,10,Delivered ,Caloocan,2,
S002161,O002161,FedEx,TRK97621327,2025-12-25 08:23:00,2026-01-05,2026-01-11,500,15,Delivered, MANILA,1,Warehouse delay
S002162,O002162,Ninja Van,TRK57900893,2023-06-28 17:42:00,2023-07-05,2023-07-08,,10,Delivered,,1,
S002163,O002163,FedEx,TRK94476619,2023-01-31 05:51:00,2023-02-12,2023-02-13,350,0.5,In Transit, CEBU CITY,2,Weather
S002164,O002164,LBC, 347433543 ,2022-11-21 01:53:00,2022-11-26,2022-11-24,250,2,Returned,Cebu City,1,Weather
S002165,O002165,,,2023-05-30 09:22:00,2023-06-05,,,10,Delayed, davao city ,1,
S002166,O002166,J&T Express,TRK14379560,2024-08-23 21:46:00,,,350,, Out for Delivery,Pasig,3,Address issue
S002167,O002167,JRS Express,TRK45988574,2024-06-15 19:29:00,2024-06-21,2024-06-27,250,2,Lost,Taguig,1,Customer unavailable
S002168,O002168,Ninja Van, 358600792 ,2023-12-24 00:17:00,,,500,20,In Transit,Manila,2,Customer unavailable
S002169,O002169,Ninja Van,,2023-03-13 12:49:00,2023-03-22,,350,20,Returned,Caloocan,2,Carrier backlog
S002170,O002170,J&T Express, 805367934 ,2022-12-05 12:28:00,2022-12-08,2022-12-08,,20,Preparing,Taguig,1,Weather
S002171,O002171, Ninja Van ,,2024-12-26 11:42:00,2025-01-01,2025-01-05,350,10,In Transit,Taguig,2,Carrier backlog
S002172,O002172,2GO, 587573627 ,2022-07-19 10:33:00,2022-07-31,2022-08-05,350,5,Delayed,Makati,1,Warehouse delay
S002173,O002173,Ninja Van,,2025-08-08 08:02:00,2025-08-13,2025-08-14,180,,Out for Delivery,Quezon City,1,Weather
S002174,O002174,2GO,TRK80690083,2025-11-26 07:59:00,2025-11-29,2025-12-02,350,1,Lost,Caloocan,3,Warehouse delay
S002175,O002175,2GO,TRK42337794,2023-01-01 18:26:00,2023-01-07,2023-01-12,120,0.5,Preparing,Pasig,1,Carrier backlog
S002176,O002176,FedEx, 820123719 ,2022-09-16 05:43:00,2022-09-22,2022-09-28,500,0.5,Out for Delivery,Manila,,Weather
S002177,O002177,Ninja Van,TRK84951500,2023-01-01 01:14:00,2023-01-13,2023-01-11,250,3,Delayed,Manila,,
S002178,O002178, fedex,TRK66296021,2023-12-05 20:17:00,2023-12-08,2023-12-09,,10,Lost,Antipolo,2,Customer unavailable
S002179,O002179,j&t express ,,2022-03-27 02:12:00,2022-04-05,2022-04-12,120,10,Delayed,Taguig,2,
S002180,O002180,J&T Express,TRK83927588,2025-03-17 13:19:00,2025-03-23,2025-03-24,350,,Delayed,Iloilo,2,Weather
S002181,O002181,FedEx, 842889242 ,2024-06-30 03:14:00,2024-07-10,2024-07-16,150,,Returned,Manila,1,Weather
S002182,O002182,2GO,TRK22731218,2025-07-25 15:16:00,2025-07-31,2025-08-06,120,20,Lost,Caloocan,1,Customer unavailable
S002183,O002183,JRS Express, 884305692 ,2025-04-20 16:43:00,2025-05-01,2025-04-29,350,5,Preparing,Cebu City ,3,Weather
S002184,O002184,fedex, 141091523 ,2023-12-16 19:22:00,2023-12-23,2023-12-30,150,5,Delivered,Quezon City,3,
S002185,O002185,JRS EXPRESS , 797222286 ,2024-04-01 22:54:00,2024-04-02,2024-04-08,350,2,Lost, Antipolo ,2,Customer unavailable
S002186,O002186,FedEx, 572379077 ,2022-09-15 10:48:00,2022-09-21,2022-09-25,180,15,Preparing,Caloocan,,Warehouse delay
S002187,O002187,ninja van ,,2025-04-15 10:27:00,2025-04-18,2025-04-23,100,10,Delivered ,Pasig,,Weather
S002188,O002188,Ninja Van, 990517376 ,2025-03-23 10:09:00,2025-03-30,2025-03-31,500,20,Delayed,Davao City,2,
S002189,O002189,FedEx, 693308406 ,2025-07-30 00:52:00,2025-08-04,,180,20, out for delivery,Cebu City,1,
S002190,O002190,Ninja Van,,2023-06-23 06:21:00,2023-07-02,2023-07-04,80,15,, Cebu City ,,Warehouse delay
S002191,O002191,DHL,TRK45944766,2023-11-04 10:28:00,2023-11-09,2023-11-16,100,,Delivered,Taguig,2,Address issue
S002192,O002192,2GO, 443522564 ,2023-08-22 12:33:00,2023-08-24,2023-08-25,,2,Returned,Cebu City,1,
S002193,O002193,DHL, 246478548 ,2023-08-24 23:52:00,2023-09-01,2023-09-03,80,3,Delivered,Iloilo,1,Address issue
S002194,O002194,J&T Express,,2023-06-10 10:40:00,,,100,,Returned,,1,Address issue
S002195,O002195,JRS Express,,2025-09-28 10:47:00,2025-10-07,2025-10-10,120,2,OUT FOR DELIVERY,Quezon City,,Address issue
S002196,O002196,2GO,,2024-11-12 02:36:00,2024-11-21,2024-11-24,500,20,In Transit,Makati,1,
S002197,O002197,FedEx, 543532083 ,2024-08-14 11:19:00,2024-08-25,2024-08-24,350,2,Delayed,Caloocan,1,Customer unavailable
S002198,O002198, 2GO ,,2025-06-01 00:51:00,2025-06-07,2025-06-14,,0.5,In Transit,Makati ,3,Carrier backlog
S002199,O002199, fedex,TRK62979548,2025-09-03 16:29:00,2025-09-08,,80,10,Preparing,Caloocan,,Carrier backlog
S002200,O002200,,,2024-01-20 07:42:00,2024-02-01,2024-02-01,500,10,Out for Delivery,Makati,2,Weather
S002201,O002201,LBC,TRK93209202,2022-09-03 10:29:00,2022-09-06,2022-09-09,180,2,Out for Delivery,Makati,1,Customer unavailable
S002202,O002202,DHL, 379286836 ,2025-09-27 01:01:00,2025-10-07,,150,10, Lost ,Taguig,1,Weather
S002203,O002203, dhl,TRK66122669,2025-03-05 18:15:00,2025-03-10,2025-03-17,350,,DELIVERED ,Cebu City,1,Warehouse delay
S002204,O002204,Ninja Van,,2024-03-03 13:47:00,2024-03-11,2024-03-11,150,,Preparing,Makati,1,Warehouse delay
S002205,O002205,Ninja Van, 144309496 ,2023-01-17 17:44:00,2023-01-18,2023-01-25,180,1,,Davao City,3,Warehouse delay
S002206,O002206,JRS EXPRESS ,,2024-01-12 19:27:00,2024-01-17,2024-01-21,150,3, Out for Delivery ,Antipolo,1,Weather
S002207,O002207,J&T Express,TRK25634561,2025-07-12 03:31:00,2025-07-22,2025-07-25,80,0.5,Out for Delivery,Taguig,1,Warehouse delay
S002208,O002208,FedEx,TRK14012511,2025-03-04 11:08:00,2025-03-06,2025-03-07,500,,Out for Delivery,Caloocan,1,Warehouse delay
S002209,O002209,JRS Express,,2024-10-29 19:39:00,2024-11-08,2024-11-06,150,2,Preparing,Caloocan,2,Customer unavailable
S002210,O002210,Ninja Van,TRK18964903,2022-10-05 19:02:00,2022-10-08,2022-10-06,150,2, out for delivery ,Makati,3,Carrier backlog
S002211,O002211,J&T Express, 293749881 ,2022-05-27 09:59:00,2022-05-30,2022-05-31,120,3,Delayed,Antipolo,1,
S002212,O002212,Ninja Van,,2022-02-24 00:23:00,2022-03-06,2022-03-11,80,0.5,Delayed,Makati,1,Weather
S002213,O002213,J&T Express,TRK84423477,2022-02-06 20:00:00,2022-02-14,2022-02-21,,,Lost,Iloilo,3,Warehouse delay
S002214,O002214,2GO, 897088717 ,2022-01-19 02:16:00,2022-01-30,2022-01-31,120,10,Out for Delivery ,Pasig,1,
S002215,O002215,Ninja Van, 916145905 ,2024-05-05 23:26:00,2024-05-17,2024-05-16,,10,delivered ,Makati,1,Warehouse delay
S002216,O002216,LBC, 154295591 ,2025-06-17 06:53:00,2025-06-28,2025-07-02,500,2,Out for Delivery,Quezon City,1,Carrier backlog
S002217,O002217,JRS Express, 787383516 ,2024-01-10 05:52:00,2024-01-20,2024-01-21,120,10,Out for Delivery,davao city,1,Warehouse delay
S002218,O002218,J&T Express,TRK43380826,2023-10-22 02:36:00,2023-10-25,2023-10-27,500,10,Out for Delivery,Taguig,1,Warehouse delay
S002219,O002219,JRS Express, 743446916 ,2025-01-12 06:09:00,2025-01-18,2025-01-24,100,0.5,Preparing, Davao City,1,Carrier backlog
S002220,O002220,JRS Express,,2023-07-30 05:54:00,2023-08-09,2023-08-13,,15,Preparing,ILOILO,2,Customer unavailable
S002221,O002221,JRS Express,TRK11582884,2024-05-04 03:55:00,2024-05-13,2024-05-16,120,10,Returned,Quezon City,,Customer unavailable
S002222,O002222,dhl , 572802344 ,2024-08-11 21:48:00,2024-08-14,2024-08-17,120,20,Out for Delivery,Manila,1,
S002223,O002223,Ninja Van,TRK62577284,2024-11-12 04:51:00,2024-11-23,2024-11-30,80,3,In Transit ,Manila,1,Customer unavailable
S002224,O002224,JRS Express,TRK89749542,2023-05-04 00:26:00,,,100,5,Out for Delivery,Quezon City,1,
S002225,O002225,JRS Express, 245241792 ,2024-01-14 12:27:00,2024-01-15,,350,3,Delivered,Davao City,,Address issue
S002226,O002226,JRS Express,TRK25943011,2023-07-18 06:59:00,,,180,15,Out for Delivery,Antipolo,1,Carrier backlog
S002227,O002227,LBC, 757426252 ,2023-02-20 05:46:00,2023-02-28,2023-03-05,350,0.5,Out for Delivery,,1,Carrier backlog
S002228,O002228, JRS Express,TRK14743514,2025-10-22 23:54:00,2025-10-23,2025-10-30,100,2,Lost,Antipolo,1,Address issue
S002229,O002229,Ninja Van, 357871137 ,2022-07-14 20:56:00,2022-07-24,2022-07-24,350,10,Out for Delivery,Makati,1,Carrier backlog
S002230,O002230,DHL, 674126906 ,2025-04-09 03:38:00,2025-04-21,2025-04-25,150,20,Preparing,Taguig,3,Warehouse delay
S002231,O002231,FedEx, 867339291 ,2023-04-07 21:55:00,2023-04-12,2023-04-15,500,,Delivered,Pasig,1,
S002232,O002232,DHL, 216751221 ,2023-09-27 23:42:00,2023-10-02,2023-10-08,350,5,Delivered,iloilo,1,Carrier backlog
S002233,O002233,2GO,TRK20055722,2025-06-07 14:31:00,2025-06-09,2025-06-08,180,1,Lost,iloilo ,1,Address issue
S002234,O002234,Ninja Van,TRK43467188,2022-05-15 12:54:00,2022-05-24,2022-05-24,100,10,Preparing,Taguig,1,Address issue
S002235,O002235, J&T EXPRESS,TRK60907979,2022-01-31 02:26:00,2022-02-09,2022-02-12,80,3, in transit,Caloocan,1,Carrier backlog
S002236,O002236,2GO,TRK85887584,2025-09-13 00:33:00,,,180,2,Returned,Quezon City,3,
S002237,O002237,J&T Express,TRK39926333,2022-08-03 23:16:00,2022-08-11,,350,2,Out for Delivery,Pasig,3,Customer unavailable
S002238,O002238,2GO,,2023-11-27 03:23:00,2023-11-28,,,,Delivered,Davao City,1,Weather
S002239,O002239,LBC,TRK56142767,2022-08-27 20:04:00,2022-09-03,2022-09-08,120,0.5,Returned,Makati,3,Customer unavailable
S002240,O002240,DHL,,2025-02-23 11:47:00,2025-03-06,2025-03-06,350,0.5, Preparing , Caloocan ,3,Customer unavailable
S002241,O002241,JRS Express,TRK28442201,2025-05-06 01:04:00,2025-05-16,2025-05-15,500,20,Out for Delivery,Taguig,1,Weather
S002242,O002242,FedEx, 841135000 ,2022-04-12 05:26:00,2022-04-24,2022-04-23,,10,Out for Delivery,Caloocan,1,Address issue
S002243,O002243,2GO, 196555511 ,2022-06-17 10:02:00,2022-06-28,,250,0.5,Delayed,Taguig,1,Customer unavailable
S002244,O002244,2GO, 450221824 ,2024-06-24 02:24:00,2024-07-01,,120,15,Preparing, MANILA,2,Customer unavailable
S002245,O002245,LBC, 130434146 ,2025-02-07 19:08:00,2025-02-14,2025-02-13,,0.5,,Manila,,Carrier backlog
S002246,O002246,FedEx, 499430747 ,2025-11-17 18:11:00,2025-11-18,2025-11-24,180,2,In Transit, Makati,1,Weather
S002247,O002247,J&T Express, 171398679 ,2024-01-29 02:09:00,2024-02-03,2024-02-09,250,2,In Transit,Pasig,3,Warehouse delay
S002248,O002248,2GO,TRK45827440,2025-06-18 23:37:00,2025-06-20,2025-06-21,100,0.5,Returned,Antipolo,2,
S002249,O002249, 2GO,TRK37889987,2025-09-03 05:40:00,,,,3,Preparing,Pasig,,
S002250,O002250,, 952601293 ,2022-03-22 13:03:00,2022-03-27,2022-03-29,100,2,Delivered,Caloocan,1,Carrier backlog
S002251,O002251,FedEx,,2025-06-12 22:33:00,2025-06-18,2025-06-17,500,5,Returned,Cebu City,1,Carrier backlog
S002252,O002252,JRS Express,,2022-03-29 15:27:00,2022-03-30,,80,5,Delivered,Antipolo,1,Customer unavailable
S002253,O002253,Ninja Van, 678353936 ,2025-09-23 01:19:00,2025-10-03,2025-10-06,150,0.5,Returned,Iloilo,,Address issue
S002254,O002254,lbc ,TRK77631185,2026-01-10 14:45:00,2026-01-13,2026-01-12,150,,Preparing, Manila ,3,Carrier backlog
S002255,O002255,LBC,TRK91924510,2023-12-05 10:19:00,2023-12-15,,350,10,Delivered,Taguig,1,Weather
S002256,O002256,FedEx,TRK80189695,2022-11-27 12:05:00,2022-12-01,2022-11-29,250,5,OUT FOR DELIVERY ,Quezon City,2,Carrier backlog
S002257,O002257,, 376706879 ,2025-10-11 02:11:00,2025-10-17,2025-10-21,250,20,In Transit,Davao City,2,Carrier backlog
S002258,O002258,J&T Express, 400569568 ,2023-10-09 19:09:00,2023-10-11,2023-10-17,80,10,In Transit,Quezon City,3,Weather
S002259,O002259,FedEx, 828826225 ,2024-03-23 22:10:00,2024-03-27,2024-03-28,500,5,Delivered,Iloilo,1,Carrier backlog
S002260,O002260,DHL,,2022-05-14 01:38:00,2022-05-19,2022-05-24,120,0.5,In Transit,caloocan ,2,Warehouse delay
S002261,O002261,FedEx, 184097929 ,2024-07-10 19:49:00,2024-07-16,2024-07-23,250,0.5,Preparing,,1,Carrier backlog
S002262,O002262,,TRK24621809,2022-01-27 22:43:00,2022-02-03,2022-02-05,120,5,Preparing,Quezon City,1,Weather
S002263,O002263,FedEx,TRK84909892,2024-11-11 21:59:00,2024-11-19,2024-11-20,250,,preparing , manila ,1,Customer unavailable
S002264,O002264,2GO, 286697434 ,2024-02-18 08:14:00,2024-02-22,2024-02-28,120,10,Preparing,Cebu City,,
S002265,O002265,Ninja Van,,2025-08-26 19:55:00,2025-09-01,,500,3,Lost,CEBU CITY,2,Weather
S002266,O002266, ninja van,,2024-02-09 04:34:00,2024-02-16,2024-02-20,350,0.5,Delayed,Antipolo,1,Weather
S002267,O002267, 2GO ,,2025-07-27 14:09:00,,,,1, Delayed ,Cebu City,1,
S002268,O002268,JRS Express,TRK25492864,2023-10-20 02:51:00,2023-10-22,2023-10-23,350,5,In Transit,Pasig,2,Carrier backlog
S002269,O002269,FedEx, 669257566 ,2025-08-25 09:32:00,2025-08-26,2025-09-01,120,15,,Caloocan,1,
S002270,O002270,2GO,TRK54609955,2025-03-25 09:06:00,,,80,10,Delayed,Taguig,1,Address issue
S002271,O002271,2GO,TRK95117085,2024-01-26 01:59:00,2024-01-29,2024-02-01,180,5, Returned ,Makati,1,Customer unavailable
S002272,O002272,2GO,TRK79683771,2024-09-02 17:39:00,2024-09-06,2024-09-12,80,0.5,Delayed,Cebu City,3,Warehouse delay
S002273,O002273,LBC,,2025-06-05 06:53:00,2025-06-12,2025-06-14,120,10,In Transit,Taguig,,
S002274,O002274, NINJA VAN ,,2025-07-17 22:02:00,2025-07-23,2025-07-26,80,2,Returned ,Caloocan,3,Customer unavailable
S002275,O002275,LBC,TRK49140030,2024-01-08 02:09:00,2024-01-13,2024-01-13,80,2,Out for Delivery,Davao City,,Carrier backlog
S002276,O002276,LBC, 965831268 ,2025-01-01 19:52:00,2025-01-06,2025-01-08,180,,In Transit,Taguig,1,Customer unavailable
S002277,O002277,FedEx, 442128201 ,2023-09-18 16:27:00,2023-09-30,2023-10-06,350,5,Out for Delivery,Caloocan,1,Weather
S002278,O002278,2GO, 682767117 ,2023-12-12 18:25:00,,,250,5,DELIVERED ,Quezon City,1,Warehouse delay
S002279,O002279,LBC, 779891479 ,2025-07-23 22:12:00,2025-08-04,2025-08-02,150,20,In Transit,Iloilo,1,
S002280,O002280,Ninja Van,,2024-08-13 21:27:00,2024-08-16,2024-08-17,,2,Delayed,Taguig,1,Carrier backlog
S002281,O002281,J&T Express, 989034894 ,2025-12-06 04:01:00,2025-12-11,2025-12-12,350,20,preparing,Taguig,1,Warehouse delay
S002282,O002282,LBC,,2022-05-27 18:28:00,2022-05-29,2022-06-04,500,15,Preparing,taguig ,1,Carrier backlog
S002283,O002283,J&T Express,,2023-09-13 04:24:00,2023-09-19,2023-09-23,120,,,davao city ,1,Carrier backlog
S002284,O002284, J&T Express,TRK58594416,2023-03-26 04:07:00,2023-03-31,2023-04-04,80,5,Preparing,Taguig,,Warehouse delay
S002285,O002285,DHL,,2023-07-20 12:28:00,2023-07-23,,500,10,In Transit,Iloilo,1,Carrier backlog
S002286,O002286,JRS Express,,2023-07-27 18:09:00,2023-08-02,2023-08-06,500,15,Returned,Quezon City,1,Customer unavailable
S002287,O002287,2GO, 729827723 ,2025-02-27 15:44:00,2025-03-02,2025-03-08,,3,In Transit,Taguig,3,Carrier backlog
S002288,O002288,LBC,TRK16837175,2025-08-05 18:08:00,2025-08-12,2025-08-13,250,20,,Manila,1,Address issue
S002289,O002289,Ninja Van,,2025-08-03 22:26:00,,,250,3,In Transit,Antipolo,1,Customer unavailable
S002290,O002290,2GO,TRK21216495,2023-05-14 04:09:00,2023-05-19,2023-05-19,350,0.5,Delivered,Taguig,1,Customer unavailable
S002291,O002291,J&T Express,TRK87773549,2022-04-09 02:22:00,2022-04-19,,180,,Delayed,antipolo,2,Warehouse delay
S002292,O002292,JRS Express,TRK92487583,2022-01-28 20:26:00,2022-01-30,2022-02-05,120,10,Lost,Quezon City,,Customer unavailable
S002293,O002293,FedEx, 701727890 ,2023-11-28 04:35:00,,,100,20,Returned,Caloocan,2,Address issue
S002294,O002294,DHL,TRK84811114,2022-11-16 03:47:00,2022-11-23,2022-11-24,250,20,Delayed,Davao City,,Weather
S002295,O002295, JRS EXPRESS, 516340053 ,2023-06-29 18:12:00,2023-07-10,2023-07-16,100,5,Delayed,Iloilo,1,Warehouse delay
S002296,O002296,J&T Express,TRK97668716,2023-10-25 00:55:00,2023-10-29,2023-10-31,100,,Out for Delivery,Pasig,,Warehouse delay
S002297,O002297,LBC,,2022-03-31 05:50:00,2022-04-07,2022-04-08,150,10,Returned,Manila,1,Customer unavailable
S002298,O002298,2GO,TRK89398830,2025-06-12 16:56:00,2025-06-13,2025-06-15,180,20,Delayed,Cebu City,3,Address issue
S002299,O002299,DHL,,2022-05-12 16:35:00,2022-05-21,2022-05-22,150,2,In Transit,Quezon City,1,Carrier backlog
S002300,O002300, NINJA VAN ,TRK57864741,2023-03-28 11:42:00,2023-04-02,2023-04-02,500,,Delivered,Quezon City,1,Customer unavailable
S002301,O002301,2GO,,2024-09-22 04:13:00,,,80,2,Delivered,Caloocan,1,Carrier backlog
S002302,O002302,Ninja Van,,2025-03-06 08:38:00,2025-03-07,2025-03-12,,15,Delivered,Makati,1,Address issue
S002303,O002303, JRS Express,,2024-07-09 03:52:00,,,180,,Delivered ,Caloocan,1,Weather
S002304,O002304,NINJA VAN , 468539938 ,2024-04-27 17:54:00,2024-04-28,2024-05-01,500,15,Delivered,Quezon City,1,Carrier backlog
S002305,O002305, fedex , 544878737 ,2022-03-01 04:31:00,2022-03-13,2022-03-13,,15,Delivered , manila ,2,Carrier backlog
S002306,O002306,Ninja Van, 185434066 ,2023-04-16 04:45:00,2023-04-20,2023-04-19,80,0.5,Returned,Iloilo,1,Weather
S002307,O002307,LBC, 412248116 ,2025-10-01 03:52:00,2025-10-12,2025-10-18,150,3,Delayed,,1,
S002308,O002308,JRS Express,TRK84213733,2024-01-01 16:19:00,2024-01-08,2024-01-15,,0.5,Delayed,Iloilo,1,Customer unavailable
S002309,O002309,J&T Express,TRK33505794,2023-04-20 10:47:00,2023-04-22,2023-04-29,120,1,Out for Delivery,Quezon City,2,
S002310,O002310,2GO,TRK97743442,2023-01-06 04:37:00,,,350,0.5,Returned,Caloocan,1,Weather
S002311,O002311,JRS Express, 622110933 ,2022-07-17 10:49:00,2022-07-22,2022-07-28,,,Delayed,Caloocan,,
S002312,O002312,2GO,,2022-08-12 07:39:00,2022-08-20,2022-08-19,150,3,Lost,Davao City,1,Weather
S002313,O002313,LBC,TRK64749894,2025-08-25 05:42:00,2025-09-02,2025-09-04,150,0.5,Delivered,Caloocan,2,Warehouse delay
S002314,O002314,Ninja Van,TRK51378413,2023-02-23 18:57:00,2023-02-26,,250,3,Lost,Iloilo,,Address issue
S002315,O002315,DHL,,2022-12-20 14:51:00,2022-12-30,2023-01-04,120,0.5,Delivered,Iloilo,1,
S002316,O002316, jrs express , 875518627 ,2022-03-19 04:07:00,2022-03-29,2022-03-30,250,,Returned,,1,Customer unavailable
S002317,O002317,Ninja Van,TRK47854011,2025-01-28 03:51:00,2025-02-09,2025-02-11,150,2,Returned,Iloilo,1,Weather
S002318,O002318,JRS Express, 688337563 ,2024-08-17 18:47:00,2024-08-21,2024-08-22,350,,Delayed,Davao City,,Weather
S002319,O002319,J&T Express, 401106043 ,2023-10-28 16:11:00,2023-11-09,2023-11-07,180,1,Out for Delivery,Quezon City,1,Carrier backlog
S002320,O002320,FedEx, 562413675 ,2022-09-25 22:14:00,2022-10-05,2022-10-03,80,0.5,Delayed,Davao City,1,Weather
S002321,O002321,FedEx , 912289810 ,2023-07-09 16:57:00,2023-07-15,2023-07-19,,2,Returned, Iloilo,1,Weather
S002322,O002322,DHL, 831719686 ,2022-10-26 09:42:00,2022-11-02,2022-11-01,500,3,In Transit,Taguig,,Weather
S002323,O002323,JRS Express,,2025-09-04 16:04:00,,,150,15,Preparing,Pasig,1,Warehouse delay
S002324,O002324,JRS Express, 287007053 ,2023-09-20 04:28:00,2023-10-01,2023-09-29,500,2,Preparing,Caloocan,1,
S002325,O002325,J&T Express,,2023-10-18 19:37:00,2023-10-20,,120,,Delivered,davao city ,1,Address issue
S002326,O002326,LBC, 167676651 ,2024-03-02 02:55:00,2024-03-10,2024-03-09,250,,Delayed,Quezon City,3,Address issue
S002327,O002327,J&T Express,TRK39965830,2023-10-15 11:13:00,2023-10-25,2023-10-30,150,2,Preparing, Cebu City,1,Customer unavailable
S002328,O002328,2GO,TRK24382676,2024-07-29 01:42:00,2024-08-01,2024-08-04,250,5,Preparing,Antipolo,1,Customer unavailable
S002329,O002329,DHL,,2023-03-06 01:42:00,2023-03-16,,250,20,Preparing,Iloilo,1,Warehouse delay
S002330,O002330,2GO, 581006108 ,2025-03-24 15:12:00,2025-04-04,2025-04-05,,3,Returned,Quezon City,2,Warehouse delay
S002331,O002331,LBC, 890121529 ,2025-07-18 15:53:00,2025-07-25,2025-07-24,250,5,Delayed,Davao City,1,Weather
S002332,O002332,JRS Express,TRK40102938,2023-03-16 07:50:00,2023-03-27,2023-03-27,180,2, Delivered,Quezon City,1,
S002333,O002333,Ninja Van,,2022-04-24 13:36:00,2022-05-05,2022-05-09,500,5,Delivered,Antipolo,2,
S002334,O002334,LBC, 754926699 ,2024-02-25 10:20:00,2024-02-28,2024-02-29,,15, preparing ,Quezon City,,Address issue
S002335,O002335,2GO,,2022-11-10 23:05:00,2022-11-14,2022-11-20,150,15,Lost,Taguig,1,Customer unavailable
S002336,O002336,LBC, 249779875 ,2025-04-10 07:44:00,2025-04-16,,180,2,In Transit, Davao City,1,
S002337,O002337,FedEx,,2023-06-17 02:25:00,2023-06-27,2023-07-02,180,,Lost,Antipolo,3,Weather
S002338,O002338,DHL,TRK98538607,2023-01-06 19:13:00,2023-01-08,2023-01-12,150,20,Delivered, Taguig,3,Carrier backlog
S002339,O002339,Ninja Van,TRK58121986,2023-11-10 16:04:00,2023-11-14,2023-11-20,100,2,Delivered,Cebu City,1,
S002340,O002340,DHL,,2024-05-21 15:12:00,2024-05-24,2024-05-25,180,,Delivered,Makati,1,Carrier backlog
S002341,O002341,Ninja Van,TRK44586355,2022-02-21 04:17:00,2022-03-05,2022-03-10,500,10,In Transit, davao city ,2,
S002342,O002342,Ninja Van,TRK28153565,2022-05-01 08:09:00,2022-05-06,2022-05-13,180,2,Returned,Cebu City,1,Carrier backlog
S002343,O002343,2GO, 648009656 ,2024-10-08 20:46:00,2024-10-16,,80,3, out for delivery ,Cebu City,2,Weather
S002344,O002344,DHL,,2023-10-09 18:29:00,2023-10-12,,,1,Delayed,cebu city ,1,
S002345,O002345,DHL, 465273006 ,2022-09-22 05:44:00,2022-09-30,2022-10-04,250,15,Out for Delivery,Antipolo,1,Carrier backlog
S002346,O002346,2GO,,2024-04-30 01:50:00,2024-05-09,2024-05-12,500,0.5,In Transit,Davao City,2,Warehouse delay
S002347,O002347,2GO,TRK85581218,2022-01-24 10:54:00,2022-02-03,2022-02-08,150,1,Delayed,Quezon City,3,Warehouse delay
S002348,O002348,LBC, 840790019 ,2024-11-16 21:17:00,2024-11-24,2024-11-29,,20,Delayed,Taguig,1,Warehouse delay
S002349,O002349,J&T Express,TRK99684399,2025-08-06 18:12:00,2025-08-10,2025-08-11,80,,,Antipolo,,Address issue
S002350,O002350,2GO, 582345460 ,2023-01-29 11:06:00,2023-01-30,2023-02-02,100,20,DELIVERED, Antipolo,2,
